Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-dk.ehealth.sundhed.fhir.ig.core.json	593412	-	0	0	1	0	0	0	13	369	0	0	0	0	0	0	0	4	0	0	1495	687	0	0	0	59	0	4
fsh-generated/resources/Appointment-appointment01.json	2852	5	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	23	34	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-appointment01.json	6154	6	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	48	37	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-videoappointment01.json	4586	6	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	37	26	0	0	0	0	0	0
fsh-generated/resources/Appointment-videoappointment01.json	3595	5	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	26	22	1	0	0	0	0	0
fsh-generated/resources/Organization-312.json	2420	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	22	21	0	0	0	0	0	0
fsh-generated/resources/Patient-291.json	651	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0
fsh-generated/resources/Patient-patient01.json	1556	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	19	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-relatedperson01.json	1566	2	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	15	22	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-ehealth-actionTrigger.json	5724	4	0	34	0	0	0	0	1	112	0	0	0	0	0	0	0	0	0	0	173	459	0	0	0	5	0	3
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-for.json	3698	5	0	27	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	106	289	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-type.json	1450	4	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	45	314	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance.json	5525	5	0	123	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	163	390	0	0	0	3	1	0
fsh-generated/resources/StructureDefinition-ehealth-activitydefinition.json	7397	5	0	127	0	0	0	0	0	30	0	0	1	0	0	0	0	1	0	0	293	515	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-ehealth-administrative-status.json	1601	4	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	64	173	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-answer-Condition.json	3399	4	0	31	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	141	196	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-appointment.json	9304	5	0	688	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	258	397	0	0	0	6	0	1
fsh-generated/resources/StructureDefinition-ehealth-assigning-careteam.json	1810	4	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	52	143	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-auditevent.json	528	4	0	43	1	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	192	362	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-base-environment.json	1425	4	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	68	127	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-base.json	1314	4	0	9	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	86	102	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-basic-title.json	1272	5	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	44	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusHistory.json	2469	4	0	9	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	92	98	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusschedule.json	2642	4	0	9	0	0	0	0	0	16	0	0	0	0	0	0	0	1	0	0	95	102	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan.json	12321	6	0	24	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	351	346	0	1	0	8	0	1
fsh-generated/resources/StructureDefinition-ehealth-careteam.json	5248	5	0	14	0	0	0	0	0	41	0	0	0	0	0	0	0	1	0	0	189	210	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-assessor-organization.json	1640	3	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	50	82	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-assessor-other.json	1706	2	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	46	88	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-careplan.json	1621	2	0	7	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	47	90	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-decision.json	1556	2	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	46	79	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-decisionContext.json	1649	2	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	46	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-mediaInvestigationItem.json	1658	2	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	45	89	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression-viewInvestigationItem.json	1649	3	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	46	83	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-clinicalimpression.json	10203	3	0	16	0	0	0	0	0	40	0	0	0	0	0	0	0	1	0	0	259	197	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-ehealth-communication-recipientCareTeam.json	1599	2	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	45	85	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-communication-request.json	2952	3	0	20	1	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	138	171	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-communication-senderCareTeam.json	1575	2	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	45	82	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-communication.json	6321	2	0	23	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	177	229	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ehealth-composition-authorOrganization.json	1630	2	0	5	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	45	109	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-composition.json	4928	3	0	56	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	239	379	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ehealth-condition.json	4176	2	0	17	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	183	343	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-consent.json	2390	2	0	67	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	186	360	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ehealth-content.json	1866	3	0	8	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	50	122	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ehealth-creator.json	1402	2	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	43	118	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-definedquestion.json	579	2	0	43	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	183	323	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-description.json	1256	2	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	50	103	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-device-privatelyOwned.json	1409	2	0	7	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	41	112	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-device-suppliers.json	3210	3	0	6	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	92	171	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-device.json	3457	2	0	11	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	218	336	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-calibrationExpires.json	1446	3	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	42	107	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-properties.json	3490	2	0	5	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	126	146	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-qualities.json	2781	3	0	7	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	99	143	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-qualityHistory.json	4101	3	0	7	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	141	170	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-devicemetric-templateQualities.json	2972	3	0	5	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	100	117	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-devicemetric.json	4210	2	0	6	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	135	174	0	1	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-deviceusestatement-context.json	1565	2	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	42	115	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-deviceusestatement.json	3761	2	0	22	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	129	163	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-document-sharing-state.json	1566	3	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	43	82	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ehealth-documentreference.json	6142	2	0	9	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	221	224	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-ehealth-effectivePeriod.json	1385	2	0	5	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	40	74	0	0	0	1	1	0
fsh-generated/resources/StructureDefinition-ehealth-employee-title.json	1263	2	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	46	86	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-enableBehavior-conditionId.json	1301	2	0	5	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	42	78	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-end-meeting-on-end-time.json	1378	2	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	42	76	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-episodeofcare-caremanagerOrganization.json	1627	2	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	43	94	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-episodeofcare-statusschedule.json	2727	3	0	6	1	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	94	100	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-episodeofcare.json	4958	2	0	7	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	161	175	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-ext-careteam.json	1399	2	0	4	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	43	77	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-external-identifier.json	1424	2	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	41	72	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-general-health-condition.json	2945	2	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	90	93	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-goal.json	2873	2	0	7	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	127	167	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-group-appointment.json	11683	3	0	41	0	0	0	0	0	39	0	0	0	0	0	0	0	1	0	0	277	200	0	0	0	7	0	0
fsh-generated/resources/StructureDefinition-ehealth-group-id.json	1521	2	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	42	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-group-videoappointment.json	14461	3	0	85	1	0	0	0	0	30	0	0	0	0	0	0	0	1	0	0	327	220	0	0	0	8	0	1
fsh-generated/resources/StructureDefinition-ehealth-guest-pin-code.json	1449	2	0	6	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	42	71	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-guidanceresponse-episodeOfCare.json	1431	2	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	42	79	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-guidanceresponse.json	2951	2	0	29	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	103	115	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-host-pin-code.json	1548	2	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	42	73	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-include-as-extra.json	1701	2	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	41	71	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-intendedAudience.json	1739	2	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	44	95	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-itcompetencelevel.json	3261	2	0	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	110	114	0	0	0	2	1	0
