URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://ehealth.sundhed.dk/vs/action,3.3.0,active,,Action,Action,"action status.","StructureDefinition/ehealth-actionTrigger","Internal"
http://ehealth.sundhed.dk/vs/action-guidance-for-types,3.3.0,active,,ActionGuidanceForTypes,Action guidance For Types,"Action guidance for types","StructureDefinition/ehealth-actionguidance-for","hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/action-guidance-types,3.3.0,active,,ActionGuidanceTypes,Action guidance types,"Action guidance types","StructureDefinition/ehealth-actionguidance-type","Internal"
http://ehealth.sundhed.dk/vs/activitydefinition-code,3.3.0,active,,ActivityDefinitionCode,Activity Definition Code,"Activity Definition Code.","ConceptMap/activitydefinition-code-to-do-missing-measurement,ConceptMap/activitydefinition-code-to-measurement-resource-type,ConceptMap/activitydefinition-code-to-observation-code,StructureDefinition/ehealth-servicerequest,ConceptMap/activitydefinition-code-to-do-reminder,ConceptMap/activitydefinition-code-to-perform-sharing,StructureDefinition/ehealth-activitydefinition","SCT,Internal"
http://ehealth.sundhed.dk/vs/administrative-status,3.3.0,active,,AdministrativeStatus,Administrative Status,"Administrative status","StructureDefinition/ehealth-administrative-status","Internal"
http://ehealth.sundhed.dk/vs/appointment-reason,3.3.0,active,,AppointmentReason,Appointment Reason,"Appointment reason","StructureDefinition/ehealth-group-videoappointment,StructureDefinition/ehealth-appointment,StructureDefinition/ehealth-videoappointment,StructureDefinition/ehealth-group-appointment","Internal"
http://ehealth.sundhed.dk/vs/appointment-servicetype,3.3.0,active,,AppointmentServiceType,Appointment Service Type,"Appointment service type","StructureDefinition/ehealth-group-videoappointment,StructureDefinition/ehealth-appointment,StructureDefinition/ehealth-videoappointment,StructureDefinition/ehealth-group-appointment","Internal"
http://ehealth.sundhed.dk/vs/appointmenttype-codes,3.3.0,active,,AppointmentTypeCodes,Appointment Type Codes,"Appointment type codes used by the system","StructureDefinition/ehealth-group-videoappointment,StructureDefinition/ehealth-appointment,StructureDefinition/ehealth-videoappointment,StructureDefinition/ehealth-group-appointment","Internal"
http://ehealth.sundhed.dk/vs/basic-resource-type,3.3.0,active,,BasicResourceType,Basic resource type,"Basic resource type","StructureDefinition/ehealth-actionguidance,StructureDefinition/ehealth-view","Internal"
http://ehealth.sundhed.dk/vs/careplan-category,3.3.0,active,,CareplanCategory,Careplan Category,"Careplan Category.","StructureDefinition/ehealth-careplan","Internal"
http://ehealth.sundhed.dk/vs/careteam-category,3.3.0,active,,CareTeamCategory,CareTeam Category,"http://hl7.org/fhir/ValueSet/careteam-category + ssl | SSL | Service Support and Logistics Employee.","StructureDefinition/ehealth-careteam","Internal"
http://ehealth.sundhed.dk/vs/careteam-participant-role,3.3.0,active,,CareTeamParticipantRole,CareTeam Participant Role,"Care Team Participant Role.","ConceptMap/oio-bpp-roles-to-careteam-participant-roles,StructureDefinition/ehealth-careteam,StructureDefinition/ehealth-practitionerrole","Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-codes,3.3.0,active,,ClinicalImpressionCodes,Clinical Impression Codes,"Value set of clinical impression codes.","StructureDefinition/ehealth-clinicalimpression","Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-decision-codes,3.3.0,active,,ClinicalImpressionDecisionCodes,ClinicalImpression Decision Codes,"Value set of clinical impression decision codes.","StructureDefinition/ehealth-clinicalimpression-decision","Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-finding-codes,3.3.0,active,,ClinicalImpressionFindingCodes,ClinicalImpression Finding Codes,"Value set of clinical impression finding codes.","StructureDefinition/ehealth-clinicalimpression,StructureDefinition/ehealth-questionnaireresponse-finding-basis","SCT,Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-investigation-item-codes,3.3.0,active,,ClinicalImpressionInvestigationItemCodes,ClinicalImpression Investigation Item Codes,"Value set of clinical impression investigation item codes.","StructureDefinition/ehealth-clinicalimpression","SCT,Internal"
http://ehealth.sundhed.dk/vs/communication-category,3.3.0,active,,CommunicationCategory,Communication Category,"Communication Category.","StructureDefinition/ehealth-communication","Internal"
http://ehealth.sundhed.dk/vs/condition-conditions,3.3.0,active,,Condition_Conditions,Tilstandskoder,"Condition Codes",,
http://ehealth.sundhed.dk/vs/conditions,3.3.0,active,,Conditions,Conditions,"Conditions.","StructureDefinition/ehealth-careteam,StructureDefinition/ehealth-condition","Internal"
http://ehealth.sundhed.dk/vs/consent-category,3.3.0,active,,ConsentCategory,Consent Category,"Value set of kinds of consents.","StructureDefinition/ehealth-consent","Internal"
http://ehealth.sundhed.dk/vs/contactpoint-custodian,3.3.0,active,,ContactPointCustodian,ContactPoint Custodian,"Contact point custodians.","StructureDefinition/ehealth-organization-telecomCustodian","Internal"
http://ehealth.sundhed.dk/vs/contactpoint-system,3.3.0,active,,ContactPointSystem,ContactPoint System,"Contact point systems.","StructureDefinition/ehealth-organization-telecomSystem","Internal"
http://ehealth.sundhed.dk/vs/data-absent-reason,3.3.0,active,,DataAbsentReason,Data Absent Reason,"Used to specify why the normally expected content of the data element is missing.","StructureDefinition/ehealth-observation","THO"
http://ehealth.sundhed.dk/vs/device-calibration-actor,3.3.0,active,,DeviceCalibrationActor,Device Calibration Actor,"Device calibration actor.",,"Internal"
http://ehealth.sundhed.dk/vs/device-calibration-period,3.3.0,active,,DeviceCalibrationPeriod,Device Calibration Period,"Device calibration period.",,"Internal"
http://ehealth.sundhed.dk/vs/device-calibration-type,3.3.0,active,,DeviceCalibrationType,Device Calibration Type,"Device calibration type",,"hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/device-measurement-unit,3.3.0,active,,DeviceMeasurementUnit,Device Measurement Unit,"Device measurement unit","StructureDefinition/ehealth-devicemetric","Internal"
http://ehealth.sundhed.dk/vs/device-measuring-quality,3.3.0,active,,DeviceMeasuringQuality,Device Measuring Quality,"Device Measuring Quality value set.",,"Internal"
http://ehealth.sundhed.dk/vs/device-safety,3.3.0,active,,DeviceSafety,Device Safety,"Device safety value set.",,"Internal"
http://ehealth.sundhed.dk/vs/device-service-types,3.3.0,active,,SSLServiceTypes,SSL Service Types,"SSL service types",,"Internal"
http://ehealth.sundhed.dk/vs/device-supplier-roles,3.3.0,active,,DeviceSupplierRoles,Device Supplier Roles,"Device Supplier Roles value set.","StructureDefinition/ehealth-device-suppliers","Internal"
http://ehealth.sundhed.dk/vs/device-types,3.3.0,active,,DeviceTypes,Device Types,"Device Types value set.","ConceptMap/device-type-to-medcom-device-type,StructureDefinition/ehealth-device,StructureDefinition/ehealth-itcompetencelevel","SCT"
http://ehealth.sundhed.dk/vs/device-use-reason,3.3.0,active,,DeviceUseReason,Device Use Reason,"Device Use Reason value set.",,"Internal"
http://ehealth.sundhed.dk/vs/devicemetric-property-types,3.3.0,active,,DeviceMetricPropertyTypes,DeviceMetricPropertyTypes,"Device Metric Property Types value set.","StructureDefinition/ehealth-devicemetric-properties","Internal"
http://ehealth.sundhed.dk/vs/devicemetric-quality-types,3.3.0,active,,DeviceMetricQualityTypes,DeviceMetric Quality Types,"Device Metric Quality Types value set.","StructureDefinition/ehealth-devicemetric-qualityHistory,StructureDefinition/ehealth-devicemetric-templateQualities,StructureDefinition/ehealth-devicemetric-qualities","Internal"
http://ehealth.sundhed.dk/vs/document-class,3.3.0,active,,DocumentClass,Document Class,"Document Class value set.","StructureDefinition/ehealth-documentreference,StructureDefinition/ehealth-composition","SCT"
http://ehealth.sundhed.dk/vs/document-type,3.3.0,active,,DocumentType,Document Type,"Document Type value set.","StructureDefinition/ehealth-documentreference,StructureDefinition/ehealth-composition","LOINC"
http://ehealth.sundhed.dk/vs/ehealth-provenance-policies,3.3.0,active,,Policies for provenances,Policies for provenances,"Policies under which data can be provided","StructureDefinition/ehealth-provenance","Internal"
http://ehealth.sundhed.dk/vs/ehealth-ucum-printsymbol-supplement,3.3.0,active,,UCUMPrintSymbolSupplement,UCUM printSymbol supplement,"UCUM printSymbol supplement","ConceptMap/conceptmap-ucum-to-printsymbol","Internal"
http://ehealth.sundhed.dk/vs/ehealth-unit,3.3.0,active,,eHealthUnit,eHealthUnit,"Value set of Unit Codes and Ucum common","ConceptMap/conceptmap-ucum-to-printsymbol",
http://ehealth.sundhed.dk/vs/ehealth-unit-code,3.3.0,active,,eHealthUnitCodes,eHealthUnitCodes,"Value set of Unit Codes","ValueSet/ehealth-unit","Internal"
http://ehealth.sundhed.dk/vs/ehealth-usage-context-type,3.3.0,active,,eHealthUsageContextType,eHealth Usage Context Type,"eHealth Usage Context types.",,"Internal,THO"
http://ehealth.sundhed.dk/vs/event-type-codes,3.3.0,active,,EventTypeCodes,Event Type Codes,"Event type codes value set.","StructureDefinition/ehealth-documentreference,StructureDefinition/ehealth-composition",
