Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-dk.ehealth.sundhed.fhir.ig.core.json	576291	-	1	0	0	0	0	0	22	77	0	0	0	0	0	0	0	3	0	0	1795	672	0	0	1	53	0	7
fsh-generated/resources/Appointment-appointment01.json	2852	4	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	22	33	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-appointment01.json	6154	6	0	0	0	0	0	0	1	330	0	0	0	0	0	0	0	0	0	0	41	36	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-videoappointment01.json	4586	6	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	31	27	0	0	0	0	0	0
fsh-generated/resources/Appointment-videoappointment01.json	3595	5	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	25	24	0	0	0	0	0	0
fsh-generated/resources/Organization-312.json	2420	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	17	21	0	0	0	0	0	0
fsh-generated/resources/Patient-291.json	651	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	23	0	0	0	0	0	0
fsh-generated/resources/Patient-patient01.json	1556	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	13	19	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-relatedperson01.json	1566	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionTrigger.json	5724	3	0	0	1	0	0	29	0	68	0	0	1	0	0	0	0	0	0	0	221	1796	0	0	0	4	1	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-for.json	3698	2	0	0	0	0	0	18	0	11	0	0	0	0	0	0	0	0	0	0	140	373	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-type.json	1450	1	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	54	167	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance.json	5525	3	0	0	0	0	0	67	0	13	0	0	1	0	0	0	0	0	0	0	196	384	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-activitydefinition.json	7397	2	0	0	0	0	0	165	0	27	0	0	0	0	0	0	0	1	0	0	419	849	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-administrative-status.json	1601	1	1	0	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	56	144	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-answer-Condition.json	3399	2	0	0	0	0	0	19	0	21	0	0	4	0	0	0	0	0	0	0	174	232	0	0	0	3	0	1
fsh-generated/resources/StructureDefinition-ehealth-appointment.json	9304	2	0	0	0	0	0	674	0	22	0	0	1	0	0	0	0	1	0	0	345	588	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-assigning-careteam.json	1810	2	0	0	0	0	0	11	0	9	0	0	0	0	0	0	0	0	0	0	61	209	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-auditevent.json	528	2	0	0	0	0	0	57	0	10	0	0	0	0	0	0	0	1	0	0	251	589	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-base-environment.json	1425	1	0	0	0	0	0	10	0	8	0	0	0	0	0	0	0	0	0	0	84	185	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-base.json	1314	2	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	83	171	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-basic-title.json	1272	2	0	0	0	0	0	8	0	5	0	0	0	0	1	0	0	0	0	0	52	115	0	0	0	0	0	1
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusHistory.json	2469	2	0	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	117	172	0	0	0	2	1	0
