URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://ehealth.sundhed.dk/vs/action,3.3.0,active,,Action,Action,"action status.",,"Internal"
http://ehealth.sundhed.dk/vs/action-guidance-for-types,3.3.0,active,,ActionGuidanceForTypes,Action guidance For Types,"Action guidance for types",,"hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/action-guidance-types,3.3.0,active,,ActionGuidanceTypes,Action guidance types,"Action guidance types",,"Internal"
http://ehealth.sundhed.dk/vs/activitydefinition-code,3.3.0,active,,ActivityDefinitionCode,Activity Definition Code,"Activity Definition Code.",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/administrative-status,3.3.0,active,,AdministrativeStatus,Administrative Status,"Administrative status",,"Internal"
http://ehealth.sundhed.dk/vs/appointment-reason,3.3.0,active,,AppointmentReason,Appointment Reason,"Appointment reason",,"Internal"
http://ehealth.sundhed.dk/vs/appointment-servicetype,3.3.0,active,,AppointmentServiceType,Appointment Service Type,"Appointment service type",,"Internal"
http://ehealth.sundhed.dk/vs/appointmenttype-codes,3.3.0,active,,AppointmentTypeCodes,Appointment Type Codes,"Appointment type codes used by the system",,"Internal"
http://ehealth.sundhed.dk/vs/basic-resource-type,3.3.0,active,,BasicResourceType,Basic resource type,"Basic resource type",,"Internal"
http://ehealth.sundhed.dk/vs/careplan-category,3.3.0,active,,CareplanCategory,Careplan Category,"Careplan Category.",,"Internal"
http://ehealth.sundhed.dk/vs/careteam-category,3.3.0,active,,CareTeamCategory,CareTeam Category,"http://hl7.org/fhir/ValueSet/careteam-category + ssl | SSL | Service Support and Logistics Employee.",,"Internal"
http://ehealth.sundhed.dk/vs/careteam-participant-role,3.3.0,active,,CareTeamParticipantRole,CareTeam Participant Role,"Care Team Participant Role.",,"Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-codes,3.3.0,active,,ClinicalImpressionCodes,Clinical Impression Codes,"Value set of clinical impression codes.",,"Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-decision-codes,3.3.0,active,,ClinicalImpressionDecisionCodes,ClinicalImpression Decision Codes,"Value set of clinical impression decision codes.",,"Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-finding-codes,3.3.0,active,,ClinicalImpressionFindingCodes,ClinicalImpression Finding Codes,"Value set of clinical impression finding codes.",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-investigation-item-codes,3.3.0,active,,ClinicalImpressionInvestigationItemCodes,ClinicalImpression Investigation Item Codes,"Value set of clinical impression investigation item codes.",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/communication-category,3.3.0,active,,CommunicationCategory,Communication Category,"Communication Category.",,"Internal"
http://ehealth.sundhed.dk/vs/condition-conditions,3.3.0,active,,Condition_Conditions,Tilstandskoder,"Condition Codes",,
http://ehealth.sundhed.dk/vs/conditions,3.3.0,active,,Conditions,Conditions,"Conditions.",,"Internal"
http://ehealth.sundhed.dk/vs/consent-category,3.3.0,active,,ConsentCategory,Consent Category,"Value set of kinds of consents.",,"Internal"
http://ehealth.sundhed.dk/vs/contactpoint-custodian,3.3.0,active,,ContactPointCustodian,ContactPoint Custodian,"Contact point custodians.",,"Internal"
http://ehealth.sundhed.dk/vs/contactpoint-system,3.3.0,active,,ContactPointSystem,ContactPoint System,"Contact point systems.",,"Internal"
http://ehealth.sundhed.dk/vs/data-absent-reason,3.3.0,active,,DataAbsentReason,Data Absent Reason,"Used to specify why the normally expected content of the data element is missing.",,"THO"
http://ehealth.sundhed.dk/vs/device-calibration-actor,3.3.0,active,,DeviceCalibrationActor,Device Calibration Actor,"Device calibration actor.",,"Internal"
http://ehealth.sundhed.dk/vs/device-calibration-period,3.3.0,active,,DeviceCalibrationPeriod,Device Calibration Period,"Device calibration period.",,"Internal"
http://ehealth.sundhed.dk/vs/device-calibration-type,3.3.0,active,,DeviceCalibrationType,Device Calibration Type,"Device calibration type",,"hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/device-measurement-unit,3.3.0,active,,DeviceMeasurementUnit,Device Measurement Unit,"Device measurement unit",,"Internal"
http://ehealth.sundhed.dk/vs/device-measuring-quality,3.3.0,active,,DeviceMeasuringQuality,Device Measuring Quality,"Device Measuring Quality value set.",,"Internal"
http://ehealth.sundhed.dk/vs/device-safety,3.3.0,active,,DeviceSafety,Device Safety,"Device safety value set.",,"Internal"
http://ehealth.sundhed.dk/vs/device-service-types,3.3.0,active,,SSLServiceTypes,SSL Service Types,"SSL service types",,"Internal"
http://ehealth.sundhed.dk/vs/device-supplier-roles,3.3.0,active,,DeviceSupplierRoles,Device Supplier Roles,"Device Supplier Roles value set.",,"Internal"
http://ehealth.sundhed.dk/vs/device-types,3.3.0,active,,DeviceTypes,Device Types,"Device Types value set.",,"SCT"
http://ehealth.sundhed.dk/vs/device-use-reason,3.3.0,active,,DeviceUseReason,Device Use Reason,"Device Use Reason value set.",,"Internal"
http://ehealth.sundhed.dk/vs/devicemetric-property-types,3.3.0,active,,DeviceMetricPropertyTypes,DeviceMetricPropertyTypes,"Device Metric Property Types value set.",,"Internal"
http://ehealth.sundhed.dk/vs/devicemetric-quality-types,3.3.0,active,,DeviceMetricQualityTypes,DeviceMetric Quality Types,"Device Metric Quality Types value set.",,"Internal"
http://ehealth.sundhed.dk/vs/document-class,3.3.0,active,,DocumentClass,Document Class,"Document Class value set.",,"SCT"
http://ehealth.sundhed.dk/vs/document-type,3.3.0,active,,DocumentType,Document Type,"Document Type value set.",,"LOINC"
http://ehealth.sundhed.dk/vs/ehealth-provenance-policies,3.3.0,active,,Policies for provenances,Policies for provenances,"Policies under which data can be provided",,"Internal"
http://ehealth.sundhed.dk/vs/ehealth-ucum-printsymbol-supplement,3.3.0,active,,UCUMPrintSymbolSupplement,UCUM printSymbol supplement,"UCUM printSymbol supplement",,"Internal"
http://ehealth.sundhed.dk/vs/ehealth-unit,3.3.0,active,,eHealthUnit,eHealthUnit,"Value set of Unit Codes and Ucum common",,
http://ehealth.sundhed.dk/vs/ehealth-unit-code,3.3.0,active,,eHealthUnitCodes,eHealthUnitCodes,"Value set of Unit Codes",,"Internal"
http://ehealth.sundhed.dk/vs/ehealth-usage-context-type,3.3.0,active,,eHealthUsageContextType,eHealth Usage Context Type,"eHealth Usage Context types.",,"Internal,THO"
http://ehealth.sundhed.dk/vs/event-type-codes,3.3.0,active,,EventTypeCodes,Event Type Codes,"Event type codes value set.",,
http://ehealth.sundhed.dk/vs/facility-type-codes,3.3.0,active,,FacilityTypeCodes,Facility Type Codes,"Allowed value set for healthcare facility type code represents the type of organizational setting of the clinical encounter during which the documented act occurred.",,"SCT,Internal"
http://ehealth.sundhed.dk/vs/format-codes,3.3.0,active,,FormatCodes,FormatCodes,"Format Codes value set.",,
http://ehealth.sundhed.dk/vs/fs3-health,3.3.0,active,,FS III, helbredstilstande,null,"FS III, helbredstilstande",,"Internal"
http://ehealth.sundhed.dk/vs/goal-description,3.3.0,active,,GoalDescription,Goal Description,"Value set for goal description.",,"Internal"
http://ehealth.sundhed.dk/vs/goal-target-measure,3.3.0,active,,GoalTargetMeasure,Goal Target Measure,"Value set for goal target measure.",,
http://ehealth.sundhed.dk/vs/health-conditions,3.3.0,active,,Health_conditions,Sygdoms- og diagnosekoder,"Health Condition Codes",,"Internal"
http://ehealth.sundhed.dk/vs/itcompetencelevel-codes,3.3.0,active,,IT Competence Level codes,null,"The set of possible message types",,"Internal"
http://ehealth.sundhed.dk/vs/jurisdiction,3.3.0,active,,Jurisdiction,Jurisdiction,"Jurisdiction value set",,"Internal"
http://ehealth.sundhed.dk/vs/library-type,3.3.0,active,,LibraryType,Library Type,"http://terminology.hl7.org/CodeSystem/library-type + automated-processing",,"Internal,THO"
http://ehealth.sundhed.dk/vs/measurement-sharing-approval-policies,3.3.0,active,,SharingApprovalPolicies,Sharing Approval Policies,"Policies of approval for sharing measurement submissions with national registers such as KIH.",,"Internal"
http://ehealth.sundhed.dk/vs/measurement-sharing-policies,3.3.0,active,,MeasurementSharingPolicies,Measurement Sharing Policies,"Policies of sharing submissions with national registers such as KIH.",,"Internal"
http://ehealth.sundhed.dk/vs/medcom-device-type,3.3.0,active,,MedComDeviceType,MedCom Device Type,"Value set for the Medcom Device Type.",,"Internal"
http://ehealth.sundhed.dk/vs/medcom-instrument-code-device-type,3.3.0,active,,MedComInstrumentCodeDeviceType,MedCom Instrument Code Device Type,"Value set for the Medcom Instrument Code Device Type.",,"Internal"
http://ehealth.sundhed.dk/vs/message-category,3.3.0,active,,MessageCategory,null,"The set of possible message types",,"Internal"
http://ehealth.sundhed.dk/vs/message-medium,3.3.0,active,,MessageMedium,null,"The set of possible message types",,"Internal"
http://ehealth.sundhed.dk/vs/message-reasonCode,3.3.0,active,,eHealth Message Reason Code,null,"eHealth Message Reason Code",,"Internal"
http://ehealth.sundhed.dk/vs/modifier-role,3.3.0,active,,ModifierRole,Modifier Role,"Value set of plan definition modifier role codes.",,"Internal"
