URL,Version,Status,OIDs,Name,Title,Description,Used
http://ehealth.sundhed.dk/cs/action,4.0.1,active,,Action,Action,"Action Code",
http://ehealth.sundhed.dk/cs/action-guidance-types,4.0.1,active,,ActionGuidanceType,Action guidance types,"Action guidance types",
http://ehealth.sundhed.dk/cs/action-type,4.0.1,active,,ActionType,Action Type,"Action type",
http://ehealth.sundhed.dk/cs/activitydefinition-code,4.0.1,active,,ActivityDefinitionCodes,Activity Definition Codes,"Kinds of activities",
http://ehealth.sundhed.dk/cs/administrative-status,4.0.1,active,,AdministrativeStatus,Administrative Status,"Administrative status",
http://ehealth.sundhed.dk/cs/appointment-reason,4.0.1,active,,AppointmentReason,Appointment Reason,"Appointment Reason",
http://ehealth.sundhed.dk/cs/appointment-servicetype,4.0.1,active,,AppointmentServiceTypes,Appointment Service Types,"Appointment service type",
http://ehealth.sundhed.dk/cs/appointmenttype-codes,4.0.1,active,,AppointmentTypeCodes,Appointment Type Codes,"Appointment type code",
http://ehealth.sundhed.dk/cs/audit-restriction-levels,4.0.1,active,,auditRestrictionLevels,Audit Restriction Levels,"Audit Event Restriction Levels used to indicate whether the audit log should be hidden from the citizen and/or the legal guardian when interacting with the infrastructure.",
http://ehealth.sundhed.dk/cs/basic-resource-type,4.0.1,active,,BasicResourceType,Basic resource type,"Basic resource type",
http://ehealth.sundhed.dk/cs/careplan-category,4.0.1,active,,CarePlanCategory,CarePlan Category,"Care Plan Category",
http://ehealth.sundhed.dk/cs/careteam-category,4.0.1,active,,CareTeamCategory,CareTeam Category,"Care Team Category",
http://ehealth.sundhed.dk/cs/careteam-participant-role,4.0.1,active,,CareTeamParticipantRole,CareTeam Participant Role,"Care Team Participant Role",
http://ehealth.sundhed.dk/cs/clinicalimpression-codes,4.0.1,active,,ClinicalImpressionCodes,ClinicalImpression Codes,"Assessment types",
http://ehealth.sundhed.dk/cs/clinicalimpression-decision-codes,4.0.1,active,,ClinicalImpressionDecisionCodes,ClinicalImpression Decision Codes,"Clinical Impression Decision Codes",
http://ehealth.sundhed.dk/cs/clinicalimpression-finding-codes,4.0.1,active,,ClinicalImpressionFindingCodes,ClinicalImpression Finding Codes,"Clinical Impression Finding Codes",
http://ehealth.sundhed.dk/cs/clinicalimpression-investigation-item-codes,4.0.1,active,,ClinicalImpressionInvestigationItemCodes,ClinicalImpression Investigation Item Codes,"Clinical Impression Investigation Item Codes",
http://ehealth.sundhed.dk/cs/communication-category,4.0.1,active,,CommunicationCategory,Communication Category,"Communication category",
http://ehealth.sundhed.dk/cs/conditions,4.0.1,active,,Conditions,Conditions,"Condition codes",
http://ehealth.sundhed.dk/cs/consent-category,4.0.1,active,,ConsentCategory,Consent Category,"Consent codes",
http://ehealth.sundhed.dk/cs/contactpoint-custodian,4.0.1,active,,ContactPointCustodian,ContactPoint Custodian,"Contact Point Custodian",
http://ehealth.sundhed.dk/cs/contactpoint-system,4.0.1,active,,ContactPointSystem,ContactPoint System,"Contact Point System",
http://ehealth.sundhed.dk/cs/device-calibration-actor,4.0.1,active,,DeviceCalibrationActor,Device calibration actor,"Device calibration actor.",
http://ehealth.sundhed.dk/cs/device-calibration-period,4.0.1,active,,DeviceCalibrationPeriod,Device calibration period,"Device calibration period.",
http://ehealth.sundhed.dk/cs/device-measuring-quality,4.0.1,active,,DeviceMeasuringQuality,Device Measuring Quality,"Quality codes for qualities with which a device can perform measuring",
http://ehealth.sundhed.dk/cs/device-safety,4.0.1,active,,DeviceSafety,Device safety,"Device safety",
http://ehealth.sundhed.dk/cs/device-service-types,4.0.1,active,,DeviceServiceTypes,Device service types,"Device service types.",
http://ehealth.sundhed.dk/cs/device-supplier-roles,4.0.1,active,,DeviceSupplierRoles,Device Supplier Roles,"Types of device related services.",
http://ehealth.sundhed.dk/cs/device-types,4.0.1,active,,DeviceTypes,Device Types,"Types of devices.",
http://ehealth.sundhed.dk/cs/device-use-reason,4.0.1,active,,DeviceUseReason,Device Use Reason,"Device use reasons.",
http://ehealth.sundhed.dk/cs/devicemetric-property-types,4.0.1,active,,DeviceMetricPropertyTypes,DeviceMetric Property Types,"Types of properties which can be attributed to a Device.",
http://ehealth.sundhed.dk/cs/devicemetric-quality-types,4.0.1,active,,DeviceMetricQualityTypes,DeviceMetric Quality Types,"Device metric quality type codes",
http://ehealth.sundhed.dk/cs/document-class,4.0.1,retired,,DocumentClass,Document Class,"Document Class",
http://ehealth.sundhed.dk/cs/document-sharing-state,4.0.1,active,,DocumentSharingState,Document Sharing State,"Document Sharing State",
http://ehealth.sundhed.dk/cs/document-type,4.0.1,active,,DocumentType,Document Type,"Document Type",
http://ehealth.sundhed.dk/cs/ehealth-clone-operation,4.0.1,active,,CloneOperation,Clone Operation,"Clone operation codes",
http://ehealth.sundhed.dk/cs/ehealth-designation-use,4.0.1,active,,eHealthDesignationUse,eHealth Designation Use,"Codes used to identify/describe designation use.",
http://ehealth.sundhed.dk/cs/ehealth-program,4.0.1,active,,eHealthProgram,eHealth Program,"Codes for programs or projects using the eHealth Infrastructure and wanting to mark various resources as intended for their non-exclusive use.",
