URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://ehealth.sundhed.dk/vs/action,3.5.1,active,,Action,Action,"action status.","StructureDefinition/ehealth-actionTrigger","Internal"
http://ehealth.sundhed.dk/vs/action-guidance-for-types,3.5.1,active,,ActionGuidanceForTypes,Action guidance For Types,"Action guidance for types","StructureDefinition/ehealth-actionguidance-for","hl7.fhir.r4.core"
http://ehealth.sundhed.dk/vs/action-guidance-types,3.5.1,active,,ActionGuidanceTypes,Action guidance types,"Action guidance types","StructureDefinition/ehealth-actionguidance-type","Internal"
http://ehealth.sundhed.dk/vs/activitydefinition-code,3.5.1,active,,ActivityDefinitionCode,Activity Definition Code,"Activity Definition Code.","ConceptMap/activitydefinition-code-to-do-missing-measurement,ConceptMap/activitydefinition-code-to-measurement-resource-type,ConceptMap/activitydefinition-code-to-observation-code,StructureDefinition/ehealth-servicerequest,ConceptMap/activitydefinition-code-to-do-reminder,ConceptMap/activitydefinition-code-to-perform-sharing,StructureDefinition/ehealth-activitydefinition","SCT,Internal"
http://ehealth.sundhed.dk/vs/administrative-status,3.5.1,active,,AdministrativeStatus,Administrative Status,"Administrative status","StructureDefinition/ehealth-administrative-status","Internal"
http://ehealth.sundhed.dk/vs/appointment-reason,3.5.1,active,,AppointmentReason,Appointment Reason,"Appointment reason","StructureDefinition/ehealth-group-videoappointment,StructureDefinition/ehealth-appointment,StructureDefinition/ehealth-videoappointment,StructureDefinition/ehealth-group-appointment","Internal"
http://ehealth.sundhed.dk/vs/appointment-servicetype,3.5.1,active,,AppointmentServiceType,Appointment Service Type,"Appointment service type","StructureDefinition/ehealth-group-videoappointment,StructureDefinition/ehealth-appointment,StructureDefinition/ehealth-videoappointment,StructureDefinition/ehealth-group-appointment","Internal"
http://ehealth.sundhed.dk/vs/appointmenttype-codes,3.5.1,active,,AppointmentTypeCodes,Appointment Type Codes,"Appointment type codes used by the system","StructureDefinition/ehealth-group-videoappointment,StructureDefinition/ehealth-appointment,StructureDefinition/ehealth-videoappointment,StructureDefinition/ehealth-group-appointment","Internal"
http://ehealth.sundhed.dk/vs/basic-resource-type,3.5.1,active,,BasicResourceType,Basic resource type,"Basic resource type","StructureDefinition/ehealth-actionguidance,StructureDefinition/ehealth-view","Internal"
http://ehealth.sundhed.dk/vs/body-site,3.5.1,active,,BodySite,Body site,"Body site","StructureDefinition/ehealth-media",
http://ehealth.sundhed.dk/vs/careplan-category,3.5.1,active,,CareplanCategory,Careplan Category,"Careplan Category.","StructureDefinition/ehealth-careplan","Internal"
http://ehealth.sundhed.dk/vs/careteam-category,3.5.1,active,,CareTeamCategory,CareTeam Category,"http://hl7.org/fhir/ValueSet/careteam-category + ssl | SSL | Service Support and Logistics Employee.","StructureDefinition/ehealth-careteam","Internal"
http://ehealth.sundhed.dk/vs/careteam-participant-role,3.5.1,active,,CareTeamParticipantRole,CareTeam Participant Role,"Care Team Participant Role.","ConceptMap/oio-bpp-roles-to-careteam-participant-roles,StructureDefinition/ehealth-careteam,StructureDefinition/ehealth-practitionerrole","Internal"
http://ehealth.sundhed.dk/vs/clinicalimpression-codes,3.5.1,active,,ClinicalImpressionCodes,Clinical Impression Codes,"Value set of clinical impression codes.","StructureDefinition/ehealth-clinicalimpression","Internal"
