Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-dk.ehealth.sundhed.fhir.ig.core.json	574221	-	0	0	0	0	0	0	18	169	0	0	0	0	0	0	0	5	0	0	2099	421	0	0	0	48	0	4
fsh-generated/resources/Appointment-appointment01.json	2852	4	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	31	18	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-appointment01.json	6154	5	1	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	54	22	0	0	0	0	0	0
fsh-generated/resources/Appointment-group-videoappointment01.json	4586	5	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	45	13	0	0	0	0	0	0
fsh-generated/resources/Appointment-videoappointment01.json	3595	4	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	0	0	0	38	12	0	0	0	0	0	0
fsh-generated/resources/Organization-312.json	2420	4	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	25	11	0	0	0	0	0	0
fsh-generated/resources/Patient-291.json	651	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	19	12	0	0	0	0	0	0
fsh-generated/resources/Patient-patient01.json	1556	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	0
fsh-generated/resources/RelatedPerson-relatedperson01.json	1566	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionTrigger.json	5724	3	0	0	0	0	0	32	0	84	0	0	1	0	0	0	0	0	0	0	349	1357	0	1	0	3	1	1
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-for.json	3698	2	0	0	0	0	0	33	0	9	0	0	0	0	0	0	0	1	0	0	232	354	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance-type.json	1450	2	1	0	0	0	0	27	0	6	0	0	0	0	0	0	0	0	0	0	85	229	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-actionguidance.json	5525	2	0	0	0	0	0	112	0	16	0	0	1	0	0	0	0	0	0	0	257	521	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ehealth-activitydefinition.json	7397	4	0	0	0	0	0	185	0	26	0	0	0	0	0	0	0	1	0	0	459	1294	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-administrative-status.json	1601	3	0	0	0	0	0	16	1	7	0	0	0	0	0	0	0	0	0	0	63	153	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-answer-Condition.json	3399	3	0	0	0	0	0	13	0	14	0	0	4	0	0	0	0	1	0	0	218	292	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ehealth-appointment.json	9304	4	0	0	0	0	0	608	0	19	0	0	0	0	0	0	0	1	0	0	427	668	0	0	0	6	0	0
fsh-generated/resources/StructureDefinition-ehealth-assigning-careteam.json	1810	3	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	71	127	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-auditevent.json	528	3	1	0	0	0	0	43	0	9	0	0	1	0	0	0	0	1	0	0	320	545	0	0	0	4	0	1
fsh-generated/resources/StructureDefinition-ehealth-base-environment.json	1425	3	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	97	179	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-base.json	1314	3	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	97	168	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-basic-title.json	1272	4	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	59	117	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusHistory.json	2469	3	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	142	165	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan-statusschedule.json	2642	3	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	1	0	0	148	174	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ehealth-careplan.json	11933	5	0	0	0	0	0	21	0	30	0	0	0	0	0	0	0	1	0	0	564	557	0	0	0	7	0	1
